MOD,7.43E+08,3.54E-04
RMI,7.42E+08,3.54E-04
LUE,7.40E+08,3.53E-04
OPL,7.40E+08,3.53E-04
LOR,7.39E+08,3.52E-04
EIG,7.37E+08,3.51E-04
POI,7.37E+08,3.51E-04
JUS,7.33E+08,3.49E-04
EOP,7.32E+08,3.49E-04
DGE,7.31E+08,3.48E-04
EET,7.30E+08,3.48E-04
ERR,7.29E+08,3.47E-04
MOT,7.27E+08,3.46E-04
CCO,7.25E+08,3.46E-04
OMA,7.25E+08,3.46E-04
NVE,7.23E+08,3.45E-04
ONO,7.23E+08,3.45E-04
FIE,7.22E+08,3.44E-04
YIN,7.21E+08,3.44E-04
HIP,7.20E+08,3.43E-04
RAP,7.20E+08,3.43E-04
HOO,7.19E+08,3.43E-04
ISM,7.19E+08,3.43E-04
URC,7.18E+08,3.42E-04
DOW,7.15E+08,3.41E-04
ULL,7.14E+08,3.40E-04
BRA,7.13E+08,3.40E-04
LAY,7.11E+08,3.39E-04
UMB,7.11E+08,3.39E-04
NCL,7.11E+08,3.39E-04
ICK,7.10E+08,3.38E-04
NME,7.09E+08,3.38E-04
CAP,7.08E+08,3.37E-04
HOM,7.07E+08,3.37E-04
GED,7.06E+08,3.36E-04
LOP,7.06E+08,3.36E-04
IET,7.05E+08,3.36E-04
LER,7.05E+08,3.36E-04
OGR,7.02E+08,3.35E-04
EFE,7.02E+08,3.35E-04
DEF,7.01E+08,3.34E-04
SSA,7.00E+08,3.34E-04
VAR,6.99E+08,3.33E-04
NUM,6.99E+08,3.33E-04
CCE,6.98E+08,3.33E-04
NEE,6.98E+08,3.33E-04
HRE,6.97E+08,3.32E-04
TEA,6.97E+08,3.32E-04
LEG,6.96E+08,3.32E-04
PEO,6.94E+08,3.31E-04
LOC,6.92E+08,3.30E-04
BOT,6.92E+08,3.30E-04
PED,6.92E+08,3.30E-04
ENI,6.91E+08,3.29E-04
LAI,6.89E+08,3.28E-04
PUT,6.89E+08,3.28E-04
AMO,6.87E+08,3.27E-04
INK,6.87E+08,3.27E-04
RDI,6.87E+08,3.27E-04
ELD,6.86E+08,3.27E-04
SIC,6.83E+08,3.26E-04
RVI,6.82E+08,3.25E-04
REQ,6.82E+08,3.25E-04
BEI,6.80E+08,3.24E-04
BAC,6.79E+08,3.24E-04
LIV,6.78E+08,3.23E-04
RNI,6.77E+08,3.23E-04
MEM,6.74E+08,3.21E-04
MOU,6.71E+08,3.20E-04
EPA,6.70E+08,3.19E-04
RME,6.70E+08,3.19E-04
SUL,6.70E+08,3.19E-04
